gene_symbol	hgnc_id	mgi_id	disorder_id	disorder_name	IMPC_pipeline	IMPC_phenotypes	HPO_phenotypes	PhenoDigm_match	max_score
FOXM1	HGNC:3818	MGI:1347487	-	-	no	no	no	no	NA
FOXN1	HGNC:12765	MGI:102949	OMIM:601705|OMIM:618806|ORPHA:169095	T-Cell Immunodeficiency, Congenital Alopecia, And Nail Dystrophy|T-Cell Lymphopenia, Infantile, With Or Without Nail Dystrophy, Autosomal Dominant|Severe Combined Immunodeficiency Due To Foxn1 Deficiency	yes	yes	yes	yes	23.8
FOXN2	HGNC:5281	MGI:1347478	-	-	no	no	no	no	NA
FOXN3	HGNC:1928	MGI:1918625	-	-	yes	no	no	no	NA
FOXN4	HGNC:21399	MGI:2151057	-	-	no	no	no	no	NA
FOXO1	HGNC:3819	MGI:1890077	OMIM:268220|ORPHA:99756	Rhabdomyosarcoma 2|Alveolar Rhabdomyosarcoma	yes	yes	yes	no	NA
FOXO3	HGNC:3821	MGI:1890081	-	-	yes	no	no	no	NA
FOXO4	HGNC:7139	MGI:1891915	-	-	yes	no	no	no	NA
FOXO6	HGNC:24814	MGI:2676586	-	-	no	no	no	no	NA
FOXP1	HGNC:3823	MGI:1914004	OMIM:613670|ORPHA:391372|ORPHA:52417|ORPHA:585877	Intellectual Developmental Disorder With Language Impairment And With Or Without Autistic Features|Intellectual Disability-Severe Speech Delay-Mild Dysmorphism Syndrome|Malt Lymphoma|B-Lymphoblastic Leukemia/Lymphoma With Recurrent Genetic Abnormality	yes	yes	yes	yes	52.655
FOXP2	HGNC:13875	MGI:2148705	OMIM:602081|ORPHA:251061|ORPHA:209908	Speech-Language Disorder 1|7Q31 Microdeletion Syndrome|Isolated Childhood Apraxia Of Speech	yes	yes	yes	no	NA
FOXP3	HGNC:6106	MGI:1891436	OMIM:304790|ORPHA:37042	Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked|Immune Dysregulation-Polyendocrinopathy-Enteropathy-X-Linked Syndrome	no	no	no	no	NA
FOXP4	HGNC:20842	MGI:1921373	-	-	no	no	no	no	NA
FOXQ1	HGNC:20951	MGI:1298228	-	-	no	no	no	no	NA
FOXR1	HGNC:29980	MGI:2685961	-	-	yes	no	no	no	NA
FOXR2	HGNC:30469	MGI:3511682	-	-	no	no	no	no	NA
FOXRED1	HGNC:26927	MGI:2446262	OMIM:618241|ORPHA:2609	Mitochondrial Complex I Deficiency, Nuclear Type 19|Isolated Complex I Deficiency	yes	yes	yes	yes	19.04
FOXRED2	HGNC:26264	MGI:106315	-	-	yes	no	no	no	NA
FOXS1	HGNC:3735	MGI:95546	-	-	no	no	no	no	NA
FPGS	HGNC:3824	MGI:95576	-	-	yes	no	no	no	NA
FPGT	HGNC:3825	MGI:1922790	-	-	no	no	no	no	NA
FPR1	HGNC:3826	MGI:107443	ORPHA:447740	Susceptibility To Localized Juvenile Periodontitis	yes	no	no	no	NA
FRA10AC1	HGNC:1162	MGI:1917817	OMIM:620113	Neurodevelopmental Disorder With Growth Retardation, Dysmorphic Facies, And Corpus Callosum Abnormalities	no	no	no	no	NA
FRAS1	HGNC:19185	MGI:2385368	OMIM:219000|ORPHA:2052|ORPHA:93100	Fraser Syndrome 1|Fraser Syndrome|Renal Agenesis, Unilateral	no	no	no	no	NA
FRAT2	HGNC:16048	MGI:2673967	-	-	no	no	no	no	NA
FREM1	HGNC:23399	MGI:2670972	OMIM:608980|OMIM:248450|OMIM:614485|ORPHA:2717|ORPHA:3366|ORPHA:217266|ORPHA:93100	Bifid Nose With Or Without Anorectal And Renal Anomalies|Manitoba Oculotrichoanal Syndrome|Trigonocephaly 2|Oculotrichoanal Syndrome|Non-Syndromic Metopic Craniosynostosis|Bnar Syndrome|Renal Agenesis, Unilateral	no	no	no	no	NA
FREM2	HGNC:25396	MGI:2444465	OMIM:123570|OMIM:617666|ORPHA:2052|ORPHA:93100|ORPHA:98949	Cryptophthalmos, Unilateral Or Bilateral, Isolated|Fraser Syndrome 2|Fraser Syndrome|Renal Agenesis, Unilateral|Complete Cryptophthalmia	no	no	no	no	NA
FREM3	HGNC:25172	MGI:2685641	-	-	yes	no	no	no	NA
FREY1	HGNC:37213	MGI:1916742	-	-	yes	no	no	no	NA
FRG1	HGNC:3954	MGI:893597	ORPHA:269	Facioscapulohumeral Dystrophy	no	no	no	no	NA
FRK	HGNC:3955	MGI:103265	-	-	no	no	no	no	NA
FRMD3	HGNC:24125	MGI:2442466	-	-	yes	no	no	no	NA
FRMD4A	HGNC:25491	MGI:1919850	OMIM:616819|ORPHA:466688	Corpus Callosum, Agenesis Of, With Facial Anomalies And Cerebellar Ataxia|Severe Intellectual Disability-Corpus Callosum Agenesis-Facial Dysmorphism-Cerebellar Ataxia Syndrome	yes	yes	yes	no	NA
FRMD4B	HGNC:24886	MGI:2141794	-	-	yes	no	no	no	NA
FRMD5	HGNC:28214	MGI:2442557	OMIM:620094	Neurodevelopmental Disorder With Eye Movement Abnormalities And Ataxia	yes	yes	yes	yes	28.13
FRMD6	HGNC:19839	MGI:2442579	-	-	yes	no	no	no	NA
FRMD7	HGNC:8079	MGI:2686379	OMIM:310700|ORPHA:651	Nystagmus 1, Congenital, X-Linked|Non Rare In Europe: Idiopathic Infantile Nystagmus	yes	no	yes	no	NA
FRMD8	HGNC:25462	MGI:1914707	-	-	no	no	no	no	NA
FRMPD1	HGNC:29159	MGI:2446274	-	-	yes	no	no	no	NA
FRMPD2	HGNC:28572	MGI:2685472	-	-	yes	no	no	no	NA
FRMPD3	HGNC:29382	MGI:3646547	-	-	no	no	no	no	NA
FRMPD4	HGNC:29007	MGI:3042378	OMIM:300983|ORPHA:777	Intellectual Developmental Disorder, X-Linked 104|X-Linked Non-Syndromic Intellectual Disability	yes	no	yes	no	NA
FRRS1	HGNC:27622	MGI:108076	-	-	yes	no	no	no	NA
FRRS1L	HGNC:1362	MGI:2442704	OMIM:616981|ORPHA:725|ORPHA:88616	Developmental And Epileptic Encephalopathy 37|Continuous Spikes And Waves During Sleep|Autosomal Recessive Non-Syndromic Intellectual Disability	yes	yes	yes	yes	44.68
FRS2	HGNC:16971	MGI:1100860	-	-	yes	no	no	no	NA
FRS3	HGNC:16970	MGI:2135965	-	-	no	no	no	no	NA
FRY	HGNC:20367	MGI:2443895	-	-	no	no	no	no	NA
FRYL	HGNC:29127	MGI:1919563	-	-	yes	no	no	no	NA
FRZB	HGNC:3959	MGI:892032	OMIM:165720	Osteoarthritis Susceptibility 1	no	no	no	no	NA
FSBP	HGNC:43653	MGI:5301008	-	-	yes	no	no	no	NA
FSCB	HGNC:20494	MGI:3646964	-	-	yes	no	no	no	NA
FSCN1	HGNC:11148	MGI:1352745	-	-	yes	no	no	no	NA
FSCN2	HGNC:3960	MGI:2443337	OMIM:607921|ORPHA:791	Retinitis Pigmentosa 30|Retinitis Pigmentosa	no	no	no	no	NA
FSCN3	HGNC:3961	MGI:1890386	-	-	no	no	no	no	NA
FSD1	HGNC:13745	MGI:1934858	-	-	no	no	no	no	NA
FSD1L	HGNC:13753	MGI:2442443	-	-	yes	no	no	no	NA
FSD2	HGNC:18024	MGI:2444310	-	-	yes	no	no	no	NA
FSHB	HGNC:3964	MGI:95582	OMIM:229070|ORPHA:52901	Hypogonadotropic Hypogonadism 24 With Or Without Anosmia|Isolated Follicle Stimulating Hormone Deficiency	no	no	no	no	NA
FSHR	HGNC:3969	MGI:95583	OMIM:233300|OMIM:608115|OMIM:276400|ORPHA:243|ORPHA:619|ORPHA:64739	Ovarian Dysgenesis 1|Ovarian Hyperstimulation Syndrome|Twinning, Dizygotic|46,Xx Gonadal Dysgenesis|Non Rare In Europe: Primary Ovarian Failure	yes	yes	yes	yes	45.46
FSIP1	HGNC:21674	MGI:1918563	-	-	yes	no	no	no	NA
FSIP2	HGNC:21675	MGI:2664111	OMIM:618153|ORPHA:276234	Spermatogenic Failure 34|Non-Syndromic Male Infertility Due To Sperm Motility Disorder	no	no	no	no	NA
FST	HGNC:3971	MGI:95586	-	-	no	no	no	no	NA
FSTL1	HGNC:3972	MGI:102793	-	-	yes	no	no	no	NA
FSTL3	HGNC:3973	MGI:1890391	-	-	yes	no	no	no	NA
FSTL4	HGNC:21389	MGI:2443199	-	-	no	no	no	no	NA
FSTL5	HGNC:21386	MGI:2442179	-	-	yes	no	no	no	NA
FTCD	HGNC:3974	MGI:1339962	OMIM:229100|ORPHA:51208	Glutamate Formiminotransferase Deficiency|Formiminoglutamic Aciduria	no	no	no	no	NA
FTH1	HGNC:3976	MGI:95588	OMIM:615517|ORPHA:247790	Hemochromatosis, Type 5|Fth1-Related Iron Overload	yes	yes	yes	no	NA
FTL	HGNC:3999	MGI:95589	OMIM:600886|OMIM:615604|OMIM:606159|ORPHA:163|ORPHA:157846|ORPHA:254704|ORPHA:440731	Hyperferritinemia With Or Without Cataract|L-Ferritin Deficiency|Neurodegeneration With Brain Iron Accumulation 3|Hereditary Hyperferritinemia-Cataract Syndrome|Neuroferritinopathy|Genetic Hyperferritinemia Without Iron Overload	yes	yes	yes	yes	58.1
FTMT	HGNC:17345	MGI:1914884	-	-	no	no	no	no	NA
FTO	HGNC:24678	MGI:1347093	OMIM:612938|OMIM:612460|ORPHA:210144	Growth Retardation, Developmental Delay, And Facial Dysmorphism|Body Mass Index Quantitative Trait Locus 14|Lethal Polymalformative Syndrome, Boissel Type	yes	yes	yes	no	NA
FTSJ1	HGNC:13254	MGI:1859648	OMIM:309549|ORPHA:777	Intellectual Developmental Disorder, X-Linked 9|X-Linked Non-Syndromic Intellectual Disability	yes	yes	yes	yes	34.42
FTSJ3	HGNC:17136	MGI:1860295	-	-	no	no	no	no	NA
FUBP1	HGNC:4004	MGI:1196294	-	-	yes	no	no	no	NA
FUBP3	HGNC:4005	MGI:2443699	-	-	no	no	no	no	NA
FUCA1	HGNC:4006	MGI:95593	OMIM:230000|ORPHA:349	Fucosidosis	yes	yes	yes	yes	27.33
FUCA2	HGNC:4008	MGI:1914098	-	-	no	no	no	no	NA
FUNDC1	HGNC:28746	MGI:1919268	-	-	yes	no	no	no	NA
FUNDC2	HGNC:24925	MGI:1914641	-	-	no	no	no	no	NA
FUOM	HGNC:24733	MGI:1916314	-	-	no	no	no	no	NA
FURIN	HGNC:8568	MGI:97513	-	-	yes	no	no	no	NA
FUS	HGNC:4010	MGI:1353633	OMIM:608030|OMIM:614782|ORPHA:803|ORPHA:862|ORPHA:275872|ORPHA:300605|ORPHA:79105|ORPHA:99967	Amyotrophic Lateral Sclerosis 6 With Or Without Frontotemporal Dementia|Tremor, Hereditary Essential, 4|Amyotrophic Lateral Sclerosis|Non Rare In Europe: Hereditary Essential Tremor|Frontotemporal Dementia With Motor Neuron Disease|Juvenile Amyotrophic Lateral Sclerosis|Myxofibrosarcoma|Myxoid/Round Cell Liposarcoma	yes	yes	yes	yes	30.28
FUT1	HGNC:4012	MGI:109375	OMIM:616754	Bombay Phenotype	yes	yes	no	no	NA
FUT10	HGNC:19234	MGI:2384748	-	-	no	no	no	no	NA
FUT11	HGNC:19233	MGI:1920318	-	-	no	no	no	no	NA
FUT2	HGNC:4013	MGI:109374	OMIM:616754|OMIM:612542	Bombay Phenotype|Vitamin B12 Plasma Level Quantitative Trait Locus 1	yes	no	no	no	NA
FUT4	HGNC:4015	MGI:95594	-	-	yes	no	no	no	NA
FUT7	HGNC:4018	MGI:107692	-	-	no	no	no	no	NA
FUT8	HGNC:4019	MGI:1858901	OMIM:618005	Congenital Disorder Of Glycosylation With Defective Fucosylation 1	yes	no	yes	no	NA
FUT9	HGNC:4020	MGI:1330859	-	-	no	no	no	no	NA
FUZ	HGNC:26219	MGI:1917550	OMIM:182940|ORPHA:3027|ORPHA:620158	Neural Tube Defects, Susceptibility To|Caudal Regression Syndrome|Non-Syndromic Non-Specific Multisutural Craniosynostosis	yes	yes	yes	yes	41.095
FXN	HGNC:3951	MGI:1096879	OMIM:229300|ORPHA:95	Friedreich Ataxia	yes	yes	yes	no	NA
FXR1	HGNC:4023	MGI:104860	OMIM:618822|OMIM:618823	Congenital Myopathy 9A|Congenital Myopathy 9B, Proximal, With Minicore Lesions	no	no	no	no	NA
FXR2	HGNC:4024	MGI:1346074	-	-	yes	no	no	no	NA
FXYD1	HGNC:4025	MGI:1889273	-	-	no	no	no	no	NA
FXYD2	HGNC:4026	MGI:1195260	OMIM:154020|ORPHA:34528	Hypomagnesemia 2, Renal|Autosomal Dominant Primary Hypomagnesemia With Hypocalciuria	no	no	no	no	NA
FXYD3	HGNC:4027	MGI:107497	-	-	yes	no	no	no	NA
FXYD4	HGNC:4028	MGI:1889005	-	-	no	no	no	no	NA
FXYD5	HGNC:4029	MGI:1201785	-	-	no	no	no	no	NA
FXYD6	HGNC:4030	MGI:1890226	-	-	no	no	no	no	NA
FXYD7	HGNC:4034	MGI:1889006	-	-	yes	no	no	no	NA
FYB1	HGNC:4036	MGI:1346327	OMIM:273900|ORPHA:566192	Thrombocytopenia 3|Congenital Autosomal Recessive Small-Platelet Thrombocytopenia	yes	yes	yes	yes	48.285
FYB2	HGNC:27295	MGI:2685466	-	-	no	no	no	no	NA
FYCO1	HGNC:14673	MGI:107277	OMIM:610019|ORPHA:98991|ORPHA:98994	Cataract 18|Early-Onset Nuclear Cataract|Total Early-Onset Cataract	yes	yes	yes	yes	49.46
FYN	HGNC:4037	MGI:95602	-	-	yes	no	no	no	NA
FYTTD1	HGNC:25407	MGI:1917955	-	-	yes	no	no	no	NA
FZD1	HGNC:4038	MGI:1196625	-	-	yes	no	no	no	NA
FZD10	HGNC:4039	MGI:2136761	-	-	no	no	no	no	NA
FZD2	HGNC:4040	MGI:1888513	OMIM:164745|ORPHA:3107|ORPHA:93328	Omodysplasia 2|Autosomal Dominant Robinow Syndrome|Autosomal Dominant Omodysplasia	yes	yes	yes	no	NA
FZD3	HGNC:4041	MGI:108476	-	-	yes	no	no	no	NA
FZD4	HGNC:4042	MGI:108520	OMIM:133780|ORPHA:891|ORPHA:90050|ORPHA:91495	Exudative Vitreoretinopathy 1|Familial Exudative Vitreoretinopathy|Retinopathy Of Prematurity|Persistent Hyperplastic Primary Vitreous	yes	yes	yes	yes	37.89
FZD5	HGNC:4043	MGI:108571	ORPHA:98942|ORPHA:98947|ORPHA:98945|ORPHA:98946|ORPHA:98943|ORPHA:98944	Coloboma Of Choroid And Retina|Coloboma Of Optic Disc|Coloboma Of Macula|Coloboma Of Eyelid|Coloboma Of Eye Lens|Coloboma Of Iris	yes	yes	no	no	NA
FZD6	HGNC:4044	MGI:108474	OMIM:161050|ORPHA:280654	Nail Disorder, Nonsyndromic Congenital, 1|Autosomal Recessive Nail Dysplasia	yes	no	yes	no	NA
FZD7	HGNC:4045	MGI:108570	-	-	no	no	no	no	NA
FZD8	HGNC:4046	MGI:108460	-	-	yes	no	no	no	NA
FZD9	HGNC:4047	MGI:1313278	-	-	no	no	no	no	NA
FZR1	HGNC:24824	MGI:1926790	OMIM:620145|ORPHA:442835	Developmental And Epileptic Encephalopathy 109|Non-Specific Early-Onset Epileptic Encephalopathy	yes	yes	yes	yes	33.59
G0S2	HGNC:30229	MGI:1316737	-	-	no	no	no	no	NA
G2E3	HGNC:20338	MGI:2444298	-	-	yes	no	no	no	NA
G3BP1	HGNC:30292	MGI:1351465	-	-	yes	no	no	no	NA
G3BP2	HGNC:30291	MGI:2442040	-	-	yes	no	no	no	NA
G6PC1	HGNC:4056	MGI:95607	OMIM:232200|ORPHA:79258	Glycogen Storage Disease Ia|Glycogen Storage Disease Due To Glucose-6-Phosphatase Deficiency Type Ia	no	no	no	no	NA
G6PC2	HGNC:28906	MGI:1277193	-	-	no	no	no	no	NA
G6PC3	HGNC:24861	MGI:1915651	OMIM:612541|ORPHA:331176	Neutropenia, Severe Congenital, 4, Autosomal Recessive|Autosomal Recessive Severe Congenital Neutropenia Due To G6Pc3 Deficiency	no	no	no	no	NA
GAA	HGNC:4065	MGI:95609	OMIM:232300|ORPHA:308552|ORPHA:420429	Glycogen Storage Disease Ii|Glycogen Storage Disease Due To Acid Maltase Deficiency, Infantile Onset|Glycogen Storage Disease Due To Acid Maltase Deficiency, Late-Onset	no	no	no	no	NA
GAB1	HGNC:4066	MGI:108088	OMIM:605428	Deafness, Autosomal Recessive 26	no	no	no	no	NA
GAB2	HGNC:14458	MGI:1333854	-	-	yes	no	no	no	NA
GAB3	HGNC:17515	MGI:2387324	-	-	no	no	no	no	NA
GABARAP	HGNC:4067	MGI:1861742	-	-	no	no	no	no	NA
GABARAPL1	HGNC:4068	MGI:1914980	-	-	yes	no	no	no	NA
GABARAPL2	HGNC:13291	MGI:1890602	-	-	yes	no	no	no	NA
GABBR1	HGNC:4070	MGI:1860139	OMIM:620502|ORPHA:178469	Neurodevelopmental Disorder With Language Delay And Variable Cognitive Abnormalities|Autosomal Dominant Non-Syndromic Intellectual Disability	no	no	no	no	NA
GABBR2	HGNC:4507	MGI:2386030	OMIM:617904|OMIM:617903|OMIM:188890|ORPHA:3095|ORPHA:442835	Developmental And Epileptic Encephalopathy 59|Neurodevelopmental Disorder With Poor Language And Loss Of Hand Skills|Tobacco Addiction, Susceptibility To|Atypical Rett Syndrome|Non-Specific Early-Onset Epileptic Encephalopathy	no	no	no	no	NA
GABPA	HGNC:4071	MGI:95610	-	-	yes	no	no	no	NA
GABPB1	HGNC:4074	MGI:95611	-	-	no	no	no	no	NA
GABPB2	HGNC:28441	MGI:95612	-	-	no	no	no	no	NA
GABRA1	HGNC:4075	MGI:95613	OMIM:615744|OMIM:611136|ORPHA:307|ORPHA:64280|ORPHA:33069	Developmental And Epileptic Encephalopathy 19|Epilepsy, Idiopathic Generalized, Susceptibility To, 13|Juvenile Myoclonic Epilepsy|Childhood Absence Epilepsy|Dravet Syndrome	no	no	no	no	NA
GABRA2	HGNC:4076	MGI:95614	OMIM:618557|OMIM:103780|ORPHA:442835	Developmental And Epileptic Encephalopathy 78|Alcohol Dependence|Non-Specific Early-Onset Epileptic Encephalopathy	yes	yes	yes	yes	44.66
GABRA3	HGNC:4077	MGI:95615	OMIM:301091|ORPHA:79102	Epilepsy, X-Linked 2, With Or Without Impaired Intellectual Development And Dysmorphic Features|Thyrotoxic Periodic Paralysis	no	no	no	no	NA
GABRA4	HGNC:4078	MGI:95616	-	-	no	no	no	no	NA
GABRA5	HGNC:4079	MGI:95617	OMIM:618559|ORPHA:442835	Developmental And Epileptic Encephalopathy 79|Non-Specific Early-Onset Epileptic Encephalopathy	yes	yes	yes	no	NA
GABRA6	HGNC:4080	MGI:95618	-	-	yes	no	no	no	NA
GABRB1	HGNC:4081	MGI:95619	OMIM:617153	Developmental And Epileptic Encephalopathy 45	yes	yes	yes	no	NA
GABRB2	HGNC:4082	MGI:95620	OMIM:617829|ORPHA:442835	Developmental And Epileptic Encephalopathy 92|Non-Specific Early-Onset Epileptic Encephalopathy	no	no	no	no	NA
GABRB3	HGNC:4083	MGI:95621	OMIM:617113|OMIM:612269|ORPHA:106|ORPHA:2382|ORPHA:64280	Developmental And Epileptic Encephalopathy 43|Epilepsy, Childhood Absence, Susceptibility To, 5|Non Rare In Europe: Autism|Lennox-Gastaut Syndrome|Childhood Absence Epilepsy	no	no	no	no	NA
GABRD	HGNC:4084	MGI:95622	OMIM:613060|ORPHA:307|ORPHA:1606|ORPHA:36387	Epilepsy, Idiopathic Generalized, Susceptibility To, 10|Juvenile Myoclonic Epilepsy|1P36 Deletion Syndrome|Generalized Epilepsy With Febrile Seizures-Plus	no	no	no	no	NA
GABRE	HGNC:4085	MGI:1330235	-	-	yes	no	no	no	NA
GABRG1	HGNC:4086	MGI:103156	-	-	no	no	no	no	NA
GABRG2	HGNC:4087	MGI:95623	OMIM:618396|OMIM:607681|ORPHA:1945|ORPHA:442835|ORPHA:64280|ORPHA:36387|ORPHA:33069	Developmental And Epileptic Encephalopathy 74|Febrile Seizures, Familial, 8|Rolandic Epilepsy|Non-Specific Early-Onset Epileptic Encephalopathy|Childhood Absence Epilepsy|Generalized Epilepsy With Febrile Seizures-Plus|Dravet Syndrome	yes	yes	yes	yes	25.525
GABRG3	HGNC:4088	MGI:95624	-	-	yes	no	no	no	NA
GABRP	HGNC:4089	MGI:2387597	-	-	no	no	no	no	NA
GABRQ	HGNC:14454	MGI:1888498	-	-	no	no	no	no	NA
GABRR1	HGNC:4090	MGI:95625	-	-	no	no	no	no	NA
GABRR2	HGNC:4091	MGI:95626	-	-	yes	no	no	no	NA
GABRR3	HGNC:17969	MGI:3588203	-	-	yes	no	no	no	NA
GAD1	HGNC:4092	MGI:95632	OMIM:619124|ORPHA:210141	Developmental And Epileptic Encephalopathy 89|Inherited Congenital Spastic Tetraplegia	no	no	no	no	NA
GAD2	HGNC:4093	MGI:95634	-	-	yes	no	no	no	NA
GADD45A	HGNC:4095	MGI:107799	-	-	no	no	no	no	NA
GADD45B	HGNC:4096	MGI:107776	-	-	no	no	no	no	NA
GADD45G	HGNC:4097	MGI:1346325	-	-	no	no	no	no	NA
GADD45GIP1	HGNC:29996	MGI:1914947	-	-	no	no	no	no	NA
GADL1	HGNC:27949	MGI:1920998	-	-	no	no	no	no	NA
GAK	HGNC:4113	MGI:2442153	-	-	no	no	no	no	NA
GAL	HGNC:4114	MGI:95637	OMIM:616461	Epilepsy, Familial Temporal Lobe, 8	yes	no	yes	no	NA
GAL3ST1	HGNC:24240	MGI:1858277	-	-	yes	no	no	no	NA
GAL3ST3	HGNC:24144	MGI:3617843	-	-	yes	no	no	no	NA
GAL3ST4	HGNC:24145	MGI:1916254	-	-	no	no	no	no	NA
GALC	HGNC:4115	MGI:95636	OMIM:245200|ORPHA:206436|ORPHA:206443|ORPHA:206448	Krabbe Disease|Infantile Krabbe Disease|Late-Infantile/Juvenile Krabbe Disease|Adult Krabbe Disease	yes	no	yes	no	NA
GALE	HGNC:4116	MGI:1921496	OMIM:230350|ORPHA:308487|ORPHA:308473	Galactosemia Iii|Generalized Galactose Epimerase Deficiency|Erythrocyte Galactose Epimerase Deficiency	no	no	no	no	NA
GALK1	HGNC:4118	MGI:95730	OMIM:230200|ORPHA:79237	Galactosemia Ii|Galactokinase Deficiency	no	no	no	no	NA
GALK2	HGNC:4119	MGI:1917226	-	-	yes	no	no	no	NA
GALM	HGNC:24063	MGI:2442420	OMIM:618881|ORPHA:570422	Galactosemia Iv|Galactose Mutarotase Deficiency	no	no	no	no	NA
GALNS	HGNC:4122	MGI:1355303	OMIM:253000|ORPHA:309297	Mucopolysaccharidosis, Type Iva|Mucopolysaccharidosis Type 4A	no	no	no	no	NA
GALNT1	HGNC:4123	MGI:894693	-	-	no	no	no	no	NA
GALNT10	HGNC:19873	MGI:1890480	-	-	no	no	no	no	NA
GALNT11	HGNC:19875	MGI:2444392	-	-	no	no	no	no	NA
GALNT12	HGNC:19877	MGI:2444664	OMIM:608812	Colorectal Cancer, Susceptibility To, 1	yes	yes	no	no	NA
GALNT13	HGNC:23242	MGI:2139447	-	-	yes	no	no	no	NA
GALNT14	HGNC:22946	MGI:1918935	-	-	no	no	no	no	NA
GALNT15	HGNC:21531	MGI:1926004	-	-	no	no	no	no	NA
GALNT16	HGNC:23233	MGI:1917754	-	-	no	no	no	no	NA
GALNT17	HGNC:16347	MGI:2137594	-	-	yes	no	no	no	NA
GALNT18	HGNC:30488	MGI:2446239	-	-	yes	no	no	no	NA
GALNT2	HGNC:4124	MGI:894694	OMIM:618885	Congenital Disorder Of Glycosylation, Type Iit	yes	yes	yes	no	NA
GALNT3	HGNC:4125	MGI:894695	OMIM:211900|ORPHA:306661	Tumoral Calcinosis, Hyperphosphatemic, Familial, 1|Familial Hyperphosphatemic Tumoral Calcinosis/Hyperphosphatemic Hyperostosis Syndrome	no	no	no	no	NA
GALNT5	HGNC:4127	MGI:2179403	-	-	no	no	no	no	NA
GALNT6	HGNC:4128	MGI:1891640	-	-	no	no	no	no	NA
GALNT7	HGNC:4129	MGI:1349449	-	-	no	no	no	no	NA
GALNT9	HGNC:4131	MGI:2677965	-	-	yes	no	no	no	NA
GALNTL5	HGNC:21725	MGI:1915159	-	-	yes	no	no	no	NA
GALNTL6	HGNC:33844	MGI:1913581	-	-	yes	no	no	no	NA
GALP	HGNC:24840	MGI:2663979	-	-	yes	no	no	no	NA
GALR1	HGNC:4132	MGI:1096364	-	-	yes	no	no	no	NA
GALR2	HGNC:4133	MGI:1337018	-	-	yes	no	no	no	NA
GALR3	HGNC:4134	MGI:1329003	-	-	no	no	no	no	NA
GALT	HGNC:4135	MGI:95638	OMIM:230400|ORPHA:79239	Galactosemia I|Classic Galactosemia	yes	yes	yes	yes	27.9
GAMT	HGNC:4136	MGI:1098221	OMIM:612736|ORPHA:382	Cerebral Creatine Deficiency Syndrome 2|Guanidinoacetate Methyltransferase Deficiency	no	no	no	no	NA
GAN	HGNC:4137	MGI:1890619	OMIM:256850|ORPHA:643	Giant Axonal Neuropathy 1, Autosomal Recessive|Giant Axonal Neuropathy	no	no	no	no	NA
GANAB	HGNC:4138	MGI:1097667	OMIM:600666|ORPHA:730	Polycystic Kidney Disease 3 With Or Without Polycystic Liver Disease|Autosomal Dominant Polycystic Kidney Disease	no	no	no	no	NA
GANC	HGNC:4139	MGI:1923301	-	-	no	no	no	no	NA
GAP43	HGNC:4140	MGI:95639	-	-	no	no	no	no	NA
GAPDH	HGNC:4141	MGI:95640	-	-	yes	no	no	no	NA
GAPDHS	HGNC:24864	MGI:95653	-	-	no	no	no	no	NA
GAPT	HGNC:26588	MGI:3608341	-	-	no	no	no	no	NA
GAPVD1	HGNC:23375	MGI:1913941	ORPHA:656	Genetic Steroid-Resistant Nephrotic Syndrome	yes	yes	yes	yes	32.905
GAR1	HGNC:14264	MGI:1930948	-	-	yes	no	no	no	NA
GAREM1	HGNC:26136	MGI:2685790	-	-	yes	no	no	no	NA
GAREM2	HGNC:27172	MGI:2685290	-	-	no	no	no	no	NA
GARIN1A	HGNC:27998	MGI:2141439	-	-	yes	no	no	no	NA
GARIN1B	HGNC:30704	MGI:3032524	-	-	yes	no	no	no	NA
GARIN2	HGNC:20101	MGI:1918147	-	-	yes	no	no	no	NA
GARIN3	HGNC:28397	MGI:3650836	-	-	yes	no	no	no	NA
GARIN4	HGNC:26541	MGI:3588202	-	-	yes	no	no	no	NA
GARIN5A	HGNC:25107	MGI:1922788	-	-	no	no	no	no	NA
GARIN5B	HGNC:25278	MGI:3045311	-	-	no	no	no	no	NA
GARNL3	HGNC:25425	MGI:2139309	-	-	yes	no	no	no	NA
GARRE1	HGNC:29016	MGI:1924311	-	-	yes	no	no	no	NA
GARS1	HGNC:4162	MGI:2449057	OMIM:601472|OMIM:600794|OMIM:619042|ORPHA:139536|ORPHA:99938	Charcot-Marie-Tooth Disease, Axonal, Type 2D|Neuronopathy, Distal Hereditary Motor, Autosomal Dominant 5|Spinal Muscular Atrophy, Infantile, James Type|Distal Hereditary Motor Neuropathy Type 5|Autosomal Dominant Charcot-Marie-Tooth Disease Type 2D	yes	yes	yes	yes	25.305
GART	HGNC:4163	MGI:95654	-	-	yes	no	no	no	NA
GAS1	HGNC:4165	MGI:95655	ORPHA:280200|ORPHA:280195|ORPHA:220386|ORPHA:93926|ORPHA:93924|ORPHA:93925	Microform Holoprosencephaly|Septopreoptic Holoprosencephaly|Semilobar Holoprosencephaly|Midline Interhemispheric Variant Of Holoprosencephaly|Lobar Holoprosencephaly|Alobar Holoprosencephaly	no	no	no	no	NA
GAS2	HGNC:4167	MGI:95657	-	-	no	no	no	no	NA
GAS2L1	HGNC:16955	MGI:1926176	-	-	yes	no	no	no	NA
GAS2L2	HGNC:24846	MGI:3652048	OMIM:618449|ORPHA:244	Ciliary Dyskinesia, Primary, 41|Primary Ciliary Dyskinesia	yes	yes	yes	yes	48.4
