disorder_id	disorder_name	gene_symbol	description	score	query_phenotype	match_phenotype
OMIM:615683	Spastic Paraplegia 64, Autosomal Recessive	ENTPD1	Entpd1<tm1a(EUCOMM)Wtsi> hom early	29.05	HP:0001257,HP:0001258	MP:0000745
OMIM:615685	Spastic Paraplegia 61, Autosomal Recessive	ARL6IP1	Arl6ip1<tm1b(EUCOMM)Hmgu> hom early	62.185	HP:0002540,HP:0012407	MP:0001406
OMIM:615703	Morbid Obesity And Spermatogenic Failure	CEP19	Cep19<tm1b(EUCOMM)Hmgu> hom early	18.6	HP:0001513	MP:0003961
OMIM:615710	Mitchell-Riley Syndrome	RFX6	Rfx6<tm1.1(KOMP)Vlcg> het early	34.685	HP:0003074,HP:0000819	MP:0005293
OMIM:615722	Bosch-Boonstra-Schaaf Optic Atrophy Syndrome	NR2F1	Nr2f1<tm1.1(KOMP)Mbp> het early	20.91	HP:0000543,HP:0009909,HP:0000648,HP:0000411,HP:0000395,HP:0011261	MP:0004738
OMIM:615723	Premature Ovarian Failure 8	STAG3	Stag3<tm1e.1(KOMP)Wtsi> hom early	39.36	HP:0010464,HP:0008209,HP:0011969,HP:0000786,HP:0100615,HP:0008214,HP:0008232	MP:0001147,MP:0001925,MP:0001926
OMIM:615761	Intellectual Developmental Disorder, Autosomal Dominant 23	SETD5	Setd5<tm1a(EUCOMM)Wtsi> het early	43.865	HP:0000219,HP:0000960,HP:0000678,HP:0003307,HP:0000347,HP:0002808,HP:0000664,HP:0000294,HP:0000431,HP:0002714,HP:0002650,HP:0000369,HP:0000319,HP:0000343	MP:0004609,MP:0000443,MP:0002075,MP:0004738,MP:0005358,MP:0000455,MP:0002100
OMIM:615777	Desbuquois Dysplasia 2	XYLT1	Xylt1<em1(IMPC)J> hom embryo	16.06	HP:0010049,HP:0033102,HP:0002673,HP:0003016,HP:0004233,HP:0012725,HP:0001863,HP:0009803,HP:0011304,HP:0002970	MP:0002109
OMIM:615789	Short Stature With Microcephaly And Distinctive Facies	CRIPT	Cript<tm1.1(KOMP)Vlcg> het early	31.27	HP:0004823,HP:0001903	MP:0005562
OMIM:615817	Intellectual Developmental Disorder, Autosomal Recessive 43	WASHC4	Washc4<em1(IMPC)J> het early	35.315	HP:0100716	MP:0001399
OMIM:615821	Cardiomyopathy, Dilated, With Woolly Hair, Keratoderma, And Tooth Agenesis	DSP	Dsp<em1(IMPC)Mbp> hom embryo	21.715	HP:0001644	MP:0000266
OMIM:615829	Xia-Gibbs Syndrome	AHDC1	Ahdc1<em1Xgs> het early	15.57	HP:0001508	MP:0003961
OMIM:615834	Intellectual Developmental Disorder, Autosomal Dominant 26	AUTS2	Auts2<em1(IMPC)Wtsi> het early	18.19	HP:0001518	MP:0003960
OMIM:615846	Aicardi-Goutieres Syndrome 7	IFIH1	Ifih1<em1(IMPC)Wtsi> hom early	16.54	HP:0003281	MP:0010092
OMIM:615851	Pontocerebellar Hypoplasia, Type 2E	VPS53	Vps53<tm1a(KOMP)Wtsi> het early	27.91	HP:0002650	MP:0004599
OMIM:615871	Developmental And Epileptic Encephalopathy 24	HCN1	Hcn1<em1(IMPC)H> hom early	37.215	HP:0001251,HP:0007018	MP:0001417,MP:0001402,MP:0000745,MP:0001392,MP:0001406
OMIM:615877	Microphthalmia/Coloboma And Skeletal Dysplasia Syndrome	MAB21L2	Mab21l2<em1(IMPC)Mbp> het early	46.655	HP:0000568,HP:0000528	MP:0001293
OMIM:615877	Microphthalmia/Coloboma And Skeletal Dysplasia Syndrome	MAB21L2	Mab21l2<em1(IMPC)Mbp> het embryo	41.635	HP:0000568,HP:0000528,HP:0008905	MP:0001297,MP:0003984
OMIM:615879	Tatton-Brown-Rahman Syndrome	DNMT3A	Dnmt3a<tm1b(KOMP)Wtsi> het early	33.835	HP:0001250,HP:0002373,HP:0001537,HP:0004442	MP:0003795,MP:0000947,MP:0010024
OMIM:615879	Tatton-Brown-Rahman Syndrome	DNMT3A	Dnmt3a<tm1b(KOMP)Wtsi> hom embryo	12.825	HP:0001537	MP:0001697
OMIM:615917	Combined Oxidative Phosphorylation Deficiency 20	VARS2	Vars2<em1(IMPC)Bay> het early	21.06	HP:0001639	MP:0003394
OMIM:615918	Combined Oxidative Phosphorylation Deficiency 21	TARS2	Tars2<tm1b(EUCOMM)Hmgu> hom early	26.885	HP:0003811	MP:0011100
OMIM:615918	Combined Oxidative Phosphorylation Deficiency 21	TARS2	Tars2<tm1b(EUCOMM)Hmgu> hom embryo	26.9	HP:0003811	MP:0013292,MP:0013293
OMIM:615923	Epiphyseal Chondrodysplasia, Miura Type	NPR2	Npr2<em1(IMPC)H> hom early	36.67	HP:0010055,HP:0001166,HP:0005769,HP:0031424,HP:0001847	MP:0002966,MP:0000550,MP:0000556
OMIM:615924	Encephalopathy, Progressive, With Or Without Lipodystrophy	BSCL2	Bscl2<tm1b(EUCOMM)Hmgu> hom early	40.83	HP:0000752,HP:0002155,HP:0001251	MP:0002968,MP:0002941,MP:0005343,MP:0000194,MP:0005568,MP:0005178,MP:0001402,MP:0001566,MP:0001556,MP:0011941,MP:0011939,MP:0002965,MP:0001406
OMIM:615948	Orofaciodigital Syndrome Xiv	C2CD3	C2cd3<em1(IMPC)Tcp> het early	16.1	HP:0012583,HP:0000039,HP:0000054,HP:0000028	MP:0011874,MP:0001120
OMIM:615948	Orofaciodigital Syndrome Xiv	C2CD3	C2cd3<em1(IMPC)Tcp> hom embryo	12.075	HP:0002085	MP:0001697,MP:0003984
OMIM:615960	Poretti-Boltshauser Syndrome	LAMA1	Lama1<tm2b(EUCOMM)Hmgu> het early	43.825	HP:0030329,HP:0001105,HP:0000556	MP:0001325,MP:0001289
OMIM:615961	Acid-Labile Subunit Deficiency	IGFALS	Igfals<tm1b(KOMP)Wtsi> hom early	33.435	HP:0045046	MP:0005178
OMIM:615966	Immunodeficiency 26 With Or Without Neurologic Abnormalities	PRKDC	Prkdc<em2(IMPC)Ics> hom early	45.375	HP:0005403,HP:0010976,HP:0012176	MP:0005642,MP:0000221,MP:0005011,MP:0000219,MP:0000220,MP:0005016
OMIM:615980	Lipodystrophy, Familial Partial, Type 6	LIPE	Lipe<tm1b(KOMP)Wtsi> hom early	29.425	HP:0000855,HP:0000819	MP:0002079
OMIM:615981	Bardet-Biedl Syndrome 2	BBS2	Bbs2<em2(IMPC)Wtsi> het early	18.94	HP:0001513	MP:0003961
OMIM:615983	Bardet-Biedl Syndrome 5	BBS5	Bbs5<tm1b(EUCOMM)Wtsi> hom early	40.09	HP:0001159,HP:0001513,HP:0010442,HP:0007754,HP:0000510,HP:0001156	MP:0003961,MP:0001325,MP:0002764
OMIM:615989	Bardet-Biedl Syndrome 12	BBS12	Bbs12<em1(IMPC)Ccpcz> het early	14.985	HP:0031500	MP:0000691
OMIM:616026	Fanconi Renotubular Syndrome 4 With Maturity-Onset Diabetes Of The Young	HNF4A	Hnf4a<tm1b(EUCOMM)Hmgu> het early	22.645	HP:0003537,HP:0002148	MP:0005344,MP:0005178,MP:0001556
OMIM:616026	Fanconi Renotubular Syndrome 4 With Maturity-Onset Diabetes Of The Young	HNF4A	Hnf4a<tm1b(EUCOMM)Hmgu> het late	38.76	HP:0000819,HP:0001943,HP:0003076	MP:0005292,MP:0005355
OMIM:616026	Fanconi Renotubular Syndrome 4 With Maturity-Onset Diabetes Of The Young	HNF4A	Hnf4a<tm1b(EUCOMM)Hmgu> het middle	23.26	HP:0001520	MP:0001262
OMIM:616029	Ectodermal Dysplasia/Short Stature Syndrome	GRHL2	Grhl2<em1(IMPC)Mbp> het early	22.035	HP:0002015	MP:0020421
OMIM:616029	Ectodermal Dysplasia/Short Stature Syndrome	GRHL2	Grhl2<em1(IMPC)Mbp> hom embryo	19.08	HP:0000982,HP:0004322	MP:0000564,MP:0003984
OMIM:616033	Microcephaly, Short Stature, And Impaired Glucose Metabolism 1	TRMT10A	Trmt10a<tm1a(EUCOMM)Wtsi> hom early	39.775	HP:0001388,HP:0000939	MP:0000062
OMIM:616034	2,4-Dienoyl-Coa Reductase Deficiency	NADK2	Nadk2<em1(IMPC)J> het early	21.605	HP:0000648	MP:0001289
OMIM:616042	Deafness, Autosomal Recessive 103	CLIC5	Clic5<tm1b(EUCOMM)Hmgu> hom early	36.27	HP:0008568	MP:0001489
OMIM:616045	Combined Oxidative Phosphorylation Deficiency 22	ATP5F1A	Atp5f1a<tm1a(EUCOMM)Wtsi> het early	35.175	HP:0001508	MP:0001262
OMIM:616056	Developmental And Epileptic Encephalopathy 26	KCNB1	Kcnb1<tm1b(EUCOMM)Hmgu> hom early	30.085	HP:0012171	MP:0001399
OMIM:616084	Sideroblastic Anemia With B-Cell Immunodeficiency, Periodic Fevers, And Developmental Delay	TRNT1	Trnt1<tm1a(EUCOMM)Hmgu> het early	35.71	HP:0001924,HP:0001744,HP:0001981,HP:0004840,HP:0010976,HP:0000510	MP:0005103,MP:0002591
OMIM:616111	Mitochondrial Complex Iii Deficiency, Nuclear Type 9	UQCC3	Uqcc3<em1(IMPC)Bay> hom embryo	21.57	HP:0008897	MP:0003984
OMIM:616113	Polyendocrine-Polyneuropathy Syndrome	DMXL2	Dmxl2<tm1a(EUCOMM)Wtsi> het early	15.445	HP:0040217	MP:0005179
OMIM:616118	Macular Degeneration, Early-Onset	FBN2	Fbn2<em1(IMPC)Rbrc> hom early	37.66	HP:0000608,HP:0011506	MP:0008259,MP:0006241,MP:0010097
OMIM:616139	Developmental And Epileptic Encephalopathy 27	GRIN2B	Grin2b<tm1e.1(KOMP)Wtsi> het early	30.395	HP:0001332	MP:0001488
OMIM:616145	Catel-Manzke Syndrome	TGDS	Tgds<em1(IMPC)Mbp> het early	30.7	HP:0000028	MP:0001146,MP:0001148
OMIM:616145	Catel-Manzke Syndrome	TGDS	Tgds<em1(IMPC)Mbp> het embryo	16.745	HP:0001537	MP:0001711
OMIM:616145	Catel-Manzke Syndrome	TGDS	Tgds<em1(IMPC)Mbp> hom embryo	25.61	HP:0001537,HP:0002623,HP:0001629,HP:0001651	MP:0000269,MP:0001691,MP:0000266,MP:0002151,MP:0001700
OMIM:616165	Nemaline Myopathy 10	LMOD3	Lmod3<em1(IMPC)Mbp> hom early	36.285	HP:0003202,HP:0010628,HP:0012548,HP:0001371,HP:0002803,HP:0003798	MP:0000759,MP:0000063,MP:0010024,MP:0010025
OMIM:616170	Macular Dystrophy With Central Cone Involvement	MFSD8	Mfsd8<tm1b(EUCOMM)Hmgu> hom early	45.04	HP:0007754,HP:0000543,HP:0030629,HP:0011504	MP:0001325,MP:0002792,MP:0006243
OMIM:616187	Epilepsy, Progressive Myoclonic 7	KCNC1	Kcnc1<em4(IMPC)H> hom early	39.825	HP:0001268,HP:0001251	MP:0002574,MP:0001415
OMIM:616209	Myopathy, Isolated Mitochondrial, Autosomal Dominant	CHCHD10	Chchd10<em1(IMPC)Mbp> hom early	27.64	HP:0003236	MP:0001566
OMIM:616209	Myopathy, Isolated Mitochondrial, Autosomal Dominant	CHCHD10	Chchd10<em1(IMPC)H> hom early	33.255	HP:0003236	MP:0005553,MP:0005565,MP:0005627
OMIM:616216	Thrombocytopenia 5	ETV6	Etv6<em1(IMPC)Rbrc> het early	50.995	HP:0004812,HP:0001903,HP:0005518,HP:0001875,HP:0001873	MP:0003179,MP:0002875,MP:0012362
OMIM:616216	Thrombocytopenia 5	ETV6	Etv6<em1(IMPC)Rbrc> het late	15.585	HP:0004812,HP:0001903,HP:0005518,HP:0001875,HP:0001873	MP:0004952
OMIM:616221	Amelogenesis Imperfecta, Type Ih	ITGB6	Itgb6<em1(IMPC)Ccpcz> hom early	65.005	HP:0009722,HP:0009102,HP:0006286,HP:0006297,HP:0000705	MP:0013129,MP:0002100
OMIM:616224	Myasthenic Syndrome, Congenital, 22	PREPL	Prepl<em1(IMPC)H> hom early	46.35	HP:0002515,HP:0000508	MP:0005176,MP:0005287,MP:0001406
OMIM:616231	Myopathy, Vacuolar, With Casq1 Aggregates	CASQ1	Casq1<tm1b(EUCOMM)Wtsi> hom early	48.59	HP:0003236	MP:0005554,MP:0005568
OMIM:616266	Congenital Contractures Of The Limbs And Face, Hypotonia, And Developmental Delay	NALCN	Nalcn<em1(IMPC)Mbp> het embryo	36.215	HP:0003273,HP:0001840,HP:0001848,HP:0002987,HP:0002059,HP:0001762,HP:0012385,HP:0001537,HP:0001181	MP:0003054,MP:0000562,MP:0000564,MP:0000433
OMIM:616266	Congenital Contractures Of The Limbs And Face, Hypotonia, And Developmental Delay	NALCN	Nalcn<em1(IMPC)Mbp> hom embryo	36.215	HP:0003273,HP:0001840,HP:0001848,HP:0002987,HP:0002059,HP:0001762,HP:0012385,HP:0001537,HP:0001181	MP:0003054,MP:0000562,MP:0000564,MP:0000433
OMIM:616278	Bile Acid Synthesis Defect, Congenital, 5	ABCD3	Abcd3<em1(IMPC)J> hom early	34.085	HP:0012202,HP:0025196,HP:0002904	MP:0002968,MP:0000194,MP:0005568
OMIM:616278	Bile Acid Synthesis Defect, Congenital, 5	ABCD3	Abcd3<em1(IMPC)J> hom late	32.815	HP:0012202,HP:0025196,HP:0002904	MP:0002968,MP:0000194
OMIM:616294	Cole-Carpenter Syndrome 2	SEC24D	Sec24d<em1(IMPC)Rbrc> het early	14.995	HP:0000218	MP:0000470
OMIM:616329	Maturity-Onset Diabetes Of The Young, Type 13	KCNJ11	Kcnj11<tm1b(EUCOMM)Wtsi> hom early	60.285	HP:0000819,HP:0040217,HP:0004904,HP:0009800,HP:0003074	MP:0013278,MP:0005293,MP:0002874
OMIM:616346	Developmental And Epileptic Encephalopathy 31A	DNM1	Dnm1<tm1.1(KOMP)Vlcg> het embryo	22.04	HP:0002506	MP:0000433
OMIM:616346	Developmental And Epileptic Encephalopathy 31A	DNM1	Dnm1<tm1.1(KOMP)Vlcg> hom embryo	22.04	HP:0002506	MP:0000433
OMIM:616354	Spinocerebellar Ataxia, Autosomal Recessive 20	SNX14	Snx14<em1(IMPC)H> het early	13.315	HP:0001744	MP:0002599
OMIM:616368	Chops Syndrome	AFF4	Aff4<em1(IMPC)Mbp> het early	26.08	HP:0000076,HP:0004602,HP:0000085	MP:0002135,MP:0002759,MP:0002989
OMIM:616368	Chops Syndrome	AFF4	Aff4<em1(IMPC)Mbp> hom embryo	17.035	HP:0004322	MP:0003984
OMIM:616394	Retinitis Pigmentosa 71	IFT172	Ift172<tm2b(EUCOMM)Hmgu> het early	50.36	HP:0000543,HP:0012426,HP:0030629,HP:0000510,HP:0007843	MP:0010097
OMIM:616410	Spinocerebellar Ataxia 41	TRPC3	Trpc3<Mwk> het early	49.185	HP:0002317,HP:0001251,HP:0002066	MP:0003313,MP:0001406
OMIM:616415	Familial Adenomatous Polyposis 3	NTHL1	Nthl1<em1(IMPC)Mbp> hom early	18.455	HP:0006725	MP:0000601,MP:0000689,MP:0000691,MP:0000598
OMIM:616418	Hypomagnesemia, Seizures, And Impaired Intellectual Development 1	CNNM2	Cnnm2<tm1.1(KOMP)Vlcg> het embryo	42.255	HP:0100954,HP:0000252	MP:0000433
OMIM:616418	Hypomagnesemia, Seizures, And Impaired Intellectual Development 1	CNNM2	Cnnm2<tm1.1(KOMP)Vlcg> hom embryo	41.22	HP:0100954,HP:0000252	MP:0011496,MP:0000433
OMIM:616428	Microphthalmia, Isolated, With Coloboma 10	RBP4	Rbp4<tm1.1(KOMP)Vlcg> hom early	38.86	HP:0000612,HP:0000567	MP:0001289
OMIM:616430	Combined Oxidative Phosphorylation Deficiency 25	MARS2	Mars2<tm1.1(KOMP)Vlcg> het early	15.565	HP:0001508	MP:0003961
OMIM:616433	Immunodeficiency 40	DOCK2	Dock2<tm1b(EUCOMM)Wtsi> hom early	22.375	HP:0005403,HP:0001403,HP:0001873,HP:0002240	MP:0004952
OMIM:616449	Basel-Vanagaite-Smirin-Yosef Syndrome	MED25	Med25<tm1b(KOMP)Wtsi> het early	20.84	HP:0000369,HP:0000023,HP:0004691,HP:0009909	MP:0004738,MP:0010024,MP:0002764
OMIM:616452	B-Cell Expansion With Nfkb And T-Cell Anergy	CARD11	Card11<em1(IMPC)Ccpcz> hom early	55.545	HP:0001744,HP:0005404	MP:0013763,MP:0000709,MP:0008078,MP:0005013,MP:0010851,MP:0000703,MP:0004953,MP:0013771,MP:0010169,MP:0000689,MP:0005015,MP:0008074,MP:0000692,MP:0013436,MP:0000218
OMIM:616494	Leukodystrophy, Hypomyelinating, 11	POLR1C	Polr1c<em1(IMPC)J> het late	36.505	HP:0001337,HP:0001251	MP:0001513,MP:0001523
OMIM:616507	Osteogenesis Imperfecta, Type Xvii	SPARC	Sparc<tm1a(EUCOMM)Wtsi> hom early	49.945	HP:0001388,HP:0003865,HP:0002757,HP:0000703,HP:0000939,HP:0002827,HP:0004349,HP:0006470,HP:0006086	MP:0000063,MP:0005296,MP:0000558,MP:0010096,MP:0010124,MP:0002100
OMIM:616509	Cataract 44	LSS	Lss<tm1b(KOMP)Wtsi> het early	65.75	HP:0000519	MP:0001303
OMIM:616549	Klippel-Feil Syndrome 4, Autosomal Recessive, With Nemaline Myopathy And Facial Dysmorphism	MYO18B	Myo18b<em2(IMPC)Ics> het early	13.21	HP:0000369	MP:0004738
OMIM:616562	Retinitis Pigmentosa 74	BBS2	Bbs2<em2(IMPC)Wtsi> het early	16.265	HP:0001513	MP:0003961
OMIM:616576	Immunodeficiency, Common Variable, 12, With Autoimmunity	NFKB1	Nfkb1<tm1a(KOMP)Wtsi> hom early	33.76	HP:0001596,HP:0001890,HP:0001873	MP:0002075,MP:0000218,MP:0005562
OMIM:616579	Neurodevelopmental Disorder With Hypotonia, Impaired Language, And Dysmorphic Features	CHAMP1	Champ1<em1(IMPC)Mbp> het early	22.815	HP:0002066	MP:0001402
OMIM:616579	Neurodevelopmental Disorder With Hypotonia, Impaired Language, And Dysmorphic Features	CHAMP1	Champ1<em1(IMPC)Mbp> hom embryo	15.475	HP:0001537	MP:0003984
OMIM:616592	Kosaki Overgrowth Syndrome	PDGFRB	Pdgfrb<tm1b(EUCOMM)Hmgu> het early	14.68	HP:0001114	MP:0001552
OMIM:616640	Epilepsy, Progressive Myoclonic, 10	PRDM8	Prdm8<em1(IMPC)Wtsi> hom early	22.96	HP:0002497,HP:0002073,HP:0001251	MP:0001402
OMIM:616649	Spherocytosis, Type 2	SPTB	Sptb<em1(IMPC)J> het early	57.125	HP:0001878,HP:0001923,HP:0001927,HP:0001744,HP:0004444	MP:0003131,MP:0002591,MP:0005562
OMIM:616668	Charcot-Marie-Tooth Disease, Axonal, Type 2X	SPG11	Spg11<em1(IMPC)J> hom early	32.05	HP:0001239,HP:0002174,HP:0006466	MP:0001488,MP:0010024
OMIM:616672	Combined Oxidative Phosphorylation Deficiency 27	CARS2	Cars2<em1(IMPC)Bay> het early	26.845	HP:0001332,HP:0002179	MP:0001513
OMIM:616680	Spastic Paraplegia 75, Autosomal Recessive	MAG	Mag<tm1.1(KOMP)Vlcg> hom early	31.22	HP:0002505,HP:0000648,HP:0002064,HP:0001310	MP:0001402,MP:0004738
OMIM:616689	Dehydrated Hereditary Stomatocytosis 2	KCNN4	Kcnn4<em1(IMPC)Ccpcz> hom early	52.285	HP:0002240,HP:0001878,HP:0001923,HP:0001927,HP:0001744,HP:0000952,HP:0025548,HP:0004823,HP:0005518,HP:0001894,HP:0020122	MP:0000601,MP:0000706,MP:0000691,MP:0000709,MP:0004952,MP:0002875,MP:0000598,MP:0010067,MP:0000703,MP:0000689
OMIM:616707	Deafness, Autosomal Dominant 68	HOMER2	Homer2<em1(IMPC)J> hom early	35.585	HP:0000407	MP:0004738
OMIM:616708	Desanto-Shinawi Syndrome	WAC	Wac<tm2b(EUCOMM)Wtsi> het early	20.89	HP:0000470	MP:0004613
OMIM:616728	Cleft Palate, Psychomotor Retardation, And Distinctive Facial Features	KDM1A	Kdm1a<tm1(NCOM)Mfgc> het early	12.875	HP:0000041	MP:0002989
OMIM:616737	Takenouchi-Kosaki Syndrome	CDC42	Cdc42<tm1b(EUCOMM)Hmgu> het early	28.985	HP:0000648,HP:0000047,HP:0000126,HP:0000122	MP:0003068,MP:0001325
OMIM:616738	Radioulnar Synostosis With Amegakaryocytic Thrombocytopenia 2	MECOM	Mecom<Jbo> het early	38.145	HP:0001873,HP:0001905,HP:0001903,HP:0001875	MP:0002875,MP:0002874
OMIM:616738	Radioulnar Synostosis With Amegakaryocytic Thrombocytopenia 2	MECOM	Mecom<em1(IMPC)J> het early	54.96	HP:0001873,HP:0001905,HP:0001903,HP:0001875	MP:0003179
OMIM:616740	Immunodeficiency 46	TFRC	Tfrc<em1(IMPC)H> het early	49.41	HP:0001875,HP:0001903,HP:0004854	MP:0005642,MP:0005562,MP:0012362,MP:0003131,MP:0002591,MP:0002874,MP:0010067
OMIM:616784	Joubert Syndrome 26	KATNIP	Katnip<em1(IMPC)Mbp> het early	35.205	HP:0000054,HP:0000871,HP:0000824,HP:0011787	MP:0002631,MP:0004931,MP:0000639
OMIM:616795	Spinocerebellar Ataxia 42	CACNA1G	Cacna1g<em1(IMPC)Mbp> hom early	33.965	HP:0100543,HP:0000716	MP:0001415
OMIM:616812	Muscular Dystrophy, Limb-Girdle, Autosomal Recessive 25	BVES	Bves<tm1.1(KOMP)Vlcg> hom early	25.46	HP:0002505,HP:0002355	MP:0001402
OMIM:616831	Luscan-Lumish Syndrome	SETD2	Setd2<tm1b(NCOM)Mfgc> hom early	17.865	HP:0001833,HP:0004233	MP:0002764
OMIM:616840	Parkinson Disease 23, Autosomal Recessive Early-Onset	VPS13C	Vps13c<tm1b(EUCOMM)Hmgu> hom late	24.595	HP:0002304	MP:0001402
OMIM:616843	Lymphatic Malformation 6	PIEZO1	Piezo1<tm1b(KOMP)Wtsi> hom embryo	16.565	HP:0004322	MP:0003984
OMIM:616849	Brachydactyly, Type A1, D	BMPR1B	Bmpr1b<em1(IMPC)Mbp> hom early	32.135	HP:0009638,HP:0010241,HP:0004220,HP:0009568,HP:0009650,HP:0004209,HP:0009566	MP:0000572
OMIM:616867	Spinal Muscular Atrophy With Congenital Bone Fractures 2	ASCC1	Ascc1<em1(IMPC)Bay> het early	22.33	HP:0001655	MP:0002953
OMIM:616896	Mitochondrial Dna Depletion Syndrome 14 (Cardioencephalomyopathic Type)	OPA1	Opa1<em1(IMPC)Bay> hom embryo	22.9	HP:0001639	MP:0000266
OMIM:616913	Bleeding Disorder, Platelet-Type, 20	SLFN14	Slfn14<em1(IMPC)Tcp> hom early	44.57	HP:0001873	MP:0005561,MP:0005641,MP:0002591,MP:0010067,MP:0000208,MP:0002599
OMIM:616921	Dyskinesia, Limb And Orofacial, Infantile-Onset	PDE10A	Pde10a<em1(IMPC)H> hom early	32.675	HP:0002317	MP:0001402
OMIM:616924	Charcot-Marie-Tooth Disease, Axonal, Type 2Cc	NEFH	Nefh<tm1.1(KOMP)Vlcg> hom early	38.165	HP:0003236	MP:0002941
OMIM:616937	Thrombocytopenia 6	SRC	Src<tm2a(EUCOMM)Wtsi> het early	23.535	HP:0001873	MP:0005562
OMIM:616944	Intellectual Developmental Disorder, Autosomal Dominant 41	TBL1XR1	Tbl1xr1<tm1b(EUCOMM)Hmgu> het early	13.755	HP:0000574	MP:0001284
OMIM:616944	Intellectual Developmental Disorder, Autosomal Dominant 41	TBL1XR1	Tbl1xr1<tm1b(EUCOMM)Hmgu> hom early	34.475	HP:0002521	MP:0004738
OMIM:616947	Premature Ovarian Failure 12	SYCE1	Syce1<tm1b(KOMP)Wtsi> hom early	38.61	HP:0000786	MP:0001925,MP:0001926
OMIM:616950	Spermatogenic Failure 15	SYCE1	Syce1<tm1b(KOMP)Wtsi> hom early	53.59	HP:0003251,HP:0011961,HP:0031038	MP:0001925,MP:0001926
OMIM:616959	Retinitis Pigmentosa And Erythrocytic Microcytosis	TRNT1	Trnt1<tm1a(EUCOMM)Hmgu> het early	46.415	HP:0000543,HP:0001105,HP:0007722,HP:0011273,HP:0100014,HP:0025066,HP:0004445,HP:0004447,HP:0030609,HP:0001903	MP:0005103,MP:0002591
OMIM:616973	Intellectual Developmental Disorder, Autosomal Dominant 42	GNB1	Gnb1<em1(IMPC)Bay> het early	35.18	HP:0000718,HP:0002540,HP:0100035,HP:0007018,HP:0002015,HP:0100034	MP:0001399,MP:0001364,MP:0002574
OMIM:616981	Developmental And Epileptic Encephalopathy 37	FRRS1L	Frrs1l<tm1b(EUCOMM)Hmgu> hom early	44.68	HP:0001266,HP:0001288	MP:0001392,MP:0001513,MP:0001406
OMIM:617011	Macrocephaly, Dysmorphic Facies, And Psychomotor Retardation	HERC1	Herc1<em3(IMPC)Wtsi> hom early	18.76	HP:0001388,HP:0000358,HP:0001520,HP:0000369,HP:0000400	MP:0003961,MP:0004738,MP:0000063
OMIM:617020	Developmental And Epileptic Encephalopathy 38	ARV1	Arv1<em1(IMPC)J> hom early	33.575	HP:0000737,HP:0002521	MP:0004738,MP:0002797
OMIM:617022	Lethal Congenital Contracture Syndrome 10	NEK9	Nek9<tm1a(EUCOMM)Wtsi> het early	13.545	HP:0000778	MP:0000218
OMIM:617047	Cardiomyopathy, Familial Hypertrophic, 26	FLNC	Flnc<em1(IMPC)Bay> hom embryo	30.26	HP:0001639,HP:0031295,HP:0030718	MP:0000266,MP:0000269
OMIM:617049	Cholestasis, Progressive Familial Intrahepatic, 5	NR1H4	Nr1h4<Nr1h4> hom early	37.3	HP:0002908,HP:0001987,HP:0006254	MP:0002968,MP:0005343,MP:0002941,MP:0005178,MP:0001552,MP:0001556,MP:0005419
OMIM:617052	Bone Marrow Failure Syndrome 3	DNAJC21	Dnajc21<tm1.1(NCOM)Mfgc> het early	23.565	HP:0100255,HP:0001374,HP:0000347	MP:0002764
OMIM:617063	Meier-Gorlin Syndrome 7	CDC45	Cdc45<em1(IMPC)Bay> het early	23.395	HP:0045074	MP:0005287
OMIM:617070	Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions, Autosomal Recessive 4	DGUOK	Dguok<em1(IMPC)J> hom early	32.305	HP:0000726	MP:0001417
OMIM:617087	Charcot-Marie-Tooth Disease, Axonal, Autosomal Recessive, Type 2A2B	MFN2	Mfn2<tm1b(EUCOMM)Wtsi> het early	38.93	HP:0002355	MP:0001406
OMIM:617099	Autoinflammation, Panniculitis, And Dermatosis Syndrome	OTULIN	Otulin<em1(IMPC)Bay> het early	29.87	HP:0011897,HP:0001974,HP:0032219,HP:0002716	MP:0000689
OMIM:617100	Familial Adenomatous Polyposis 4	MSH3	Msh3<em1(IMPC)Mbp> hom early	30.455	HP:0000107	MP:0003068,MP:0002135
OMIM:617102	Short-Rib Thoracic Dysplasia 16 With Or Without Polydactyly	IFT52	Ift52<em1(IMPC)Bay> het embryo	19.02	HP:0004322	MP:0003984
OMIM:617107	Thauvin-Robinet-Faivre Syndrome	FIBP	Fibp<tm1e(EUCOMM)Wtsi> het early	18.445	HP:0410255	MP:0005561,MP:0002875
OMIM:617114	Myopathy, Myofibrillar, 7	KY	Ky<em1(IMPC)J> hom early	29.74	HP:0002355	MP:0001406
OMIM:617121	Joubert Syndrome 28	MKS1	Mks1<tm1a(EUCOMM)Wtsi> het early	12.32	HP:0002553	MP:0000579
OMIM:617143	Myasthenic Syndrome, Congenital, 20, Presynaptic	SLC5A7	Slc5a7<tm1a(KOMP)Wtsi> het early	15.075	HP:0002804	MP:0010025
OMIM:617146	Arthrogryposis, Distal, With Impaired Proprioception And Touch	PIEZO2	Piezo2<em2(IMPC)J> het early	26.73	HP:0002540,HP:0002136,HP:0003236	MP:0001552,MP:0002574
OMIM:617157	Short Stature, Brachydactyly, Impaired Intellectual Development, And Seizures	PRMT7	Prmt7<tm1a(EUCOMM)Wtsi> hom early	14.095	HP:0001508,HP:0001513	MP:0003961
